"CandidateName","Party","ElectionYear","Jurisdiction","Office","District","CampaignStatus","CandidateStatus","CandidateID"
"BARCLAY, JON NEIL","Democratic","2016","STATEWIDE","District Attorney","District 03","Inactive","Terminated","20165030653"
"BARELA, KENNETH","Democratic","2002","STATEWIDE","Colorado House","House District 19","Inactive","Terminated","20005001659"
"BARELA, KENNETH","Democratic","2006","STATEWIDE","Colorado House","House District 19","Inactive","Terminated","20005001659"
"BARELA, PAUL","Democratic","1998","STATEWIDE","Colorado House","House District 46","Inactive","Terminated","20005000746"
"BARIL, PETE","Democratic","2016","STATEWIDE","Colorado Senate","Senate District 12","Inactive","Terminated","20165031312"
"BARKER, DANA","Democratic","2006","STATEWIDE","Colorado Senate","Senate District 07","Inactive","Terminated","20065633067"
"BARKER, MARK","Republican","2012","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20095610176"
"BARKER, TRAVIS","Unaffiliated","2022","STATEWIDE","Colorado Senate","Senate District 27","Active","Active","20225043011"
"BARKEY, BRETT","Republican","2012","STATEWIDE","District Attorney","District 14","Inactive","Terminated","20115023008"
"BARKEY, BRETT","Republican","2016","STATEWIDE","District Attorney","District 14","Inactive","Terminated","20115023008"
"BARKEY, BRETT","Republican","2018","STATEWIDE","State Treasurer","","Inactive","Terminated","20175032533"
"BARLEAN, KELLY","Republican","2010","STATEWIDE","CU Regent","District 04","Inactive","Terminated","20095609722"
"BARLOCK, STEPHEN","Republican","2018","STATEWIDE","Governor","","Inactive","Terminated","20175032189"
"BARLOW, HENRY","Democratic","2014","STATEWIDE","Colorado House","House District 43","Inactive","Terminated","20145027868"
"BARNARD, CINDRA "CINDY"","Republican","2016","STATEWIDE","Colorado House","House District 43","Inactive","Terminated","20165030238"
"BARNES, JANE","Republican","2014","STATEWIDE","Colorado House","House District 23","Inactive","Terminated","20145028144"
"BARNETT, DAN","Republican","1998","STATEWIDE","Colorado House","House District 37","Inactive","Terminated","20005000927"
"BARRETT, CAROL","Democratic","2016","STATEWIDE","Colorado House","House District 37","Inactive","Terminated","20165031269"
"BARRETT, JOHN","Republican","2018","STATEWIDE","State Board of Ed.","Bd. Ed. District 02","Inactive","Terminated","20185035192"
"BARRETT, KATIE","Democratic","2020","STATEWIDE","Colorado House","House District 45","Inactive","Terminated","20195036418"
"BARRETT, MATTHEW","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 21","Active","Active","20225043224"
"BARRETT, MOLLY","Republican","2014","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20145028480"
"BARRINGTON, MARK","Republican","2010","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20095607102"
"BARRINGTON, ROBERT","Democratic","2022","STATEWIDE","CU Regent","District 04","Active","Active","20225042028"
"BARRIONUEVO, MARK","Democratic","2016","STATEWIDE","Colorado House","HOUSE DISTRICT 14","Inactive","Terminated","20165030884"
"BARRIONUEVO, MARK","Democratic","2016","STATEWIDE","Colorado Senate","Senate District 10","Inactive","Terminated","20165031306"
"BARRY, HEATHER","Democratic","2006","STATEWIDE","RTD DIRECTOR","RTD District J","Inactive","Terminated","20065633806"
"BARSON, TODD","Democratic","2012","STATEWIDE","District Attorney","District 05","Inactive","Terminated","20115022980"
"BARTA, MARTIN","Republican","2004","STATEWIDE","District Attorney","District 11","Inactive","Terminated","20045636786"
"BARTLEY, WILLIAM","Libertarian","2012","STATEWIDE","Colorado Senate","Senate District 35","Inactive","Terminated","20125024305"
"BARTLEY, WILLIAM","Libertarian","2016","STATEWIDE","Colorado Senate","Senate District 35","Inactive","Terminated","20125024305"
"BARTON, CHARLES","Unaffiliated","2012","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 11","Inactive","Terminated","20125024967"
"BARTON, STEVEN","Republican","2012","STATEWIDE","Colorado House","House District 60","Inactive","Terminated","20125023717"
"BASS, JAYNE","Libertarian","2002","STATEWIDE","Colorado Senate","Senate District 01","Inactive","Terminated","20005001623"
"BASSETT, ALAN","Libertarian","2012","STATEWIDE","Colorado House","House District 19","Inactive","Terminated","20125024687"
"BASSETT, RICHARD","Republican","2018","STATEWIDE","Colorado House","House District 40","Inactive","Terminated","20185034085"
"BASSETT, RICHARD","Republican","2020","STATEWIDE","Colorado House","House District 40","Inactive","Terminated","20185034085"
"BATEMAN, ANDREW","Democratic","2012","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20115020138"
"BATES, SCOTT","Democratic","2008","STATEWIDE","Colorado House","House District 09","Inactive","Terminated","20075618795"
"BAUER, JEFF","Democratic","1996","STATEWIDE","Colorado House","House District 65","Inactive","Terminated","20005000549"
"BAUER, JEFF","Democratic","1998","STATEWIDE","Colorado House","House District 65","Inactive","Terminated","20005000786"
"BAUM, ANDREW","Non-Partisan","2020","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 18","Inactive","Terminated","20205039010"
"BAUM, CHRISTOPHER","Approval Voting Party","2022","STATEWIDE","Colorado House","House District 34","Active","Active","20225042103"
"BAUMAN, J","Republican","2012","STATEWIDE","Colorado House","House District 22","Inactive","Terminated","20115023053"
"BAUMAN, J","Republican","2014","STATEWIDE","Colorado House","House District 22","Inactive","Terminated","20115023053"
"BAUMAN, J","Republican","2016","STATEWIDE","Colorado House","House District 22","Inactive","Terminated","20115023053"
"BAUMAN, J.","Republican","2012","STATEWIDE","Colorado House","House District 28","Inactive","Terminated","20115020105"
"BAUMANN, CHRISTOPHER","Non-Partisan","2020","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 02","Inactive","Terminated","20205039168"
"BAUMGARDNER, RANDY","Republican","2008","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20075629907"
"BAUMGARDNER, RANDY","Republican","2010","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20075629906"
"BAUMGARDNER, RANDY","Republican","2012","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20075629906"
"BAUMGARDNER, RANDY","Republican","2012","STATEWIDE","Colorado Senate","Senate District 08","Inactive","Terminated","20115023036"
"BAUMGARDNER, RANDY","Republican","2016","STATEWIDE","Colorado Senate","Senate District 08","Inactive","Terminated","20115023036"
"BAUMGARDNER, RANDY","Republican","2020","STATEWIDE","Colorado Senate","Senate District 08","Inactive","Terminated","20115023036"
"BAXTER, GEORGE","Republican","2002","STATEWIDE","Colorado Senate","Senate District 01","Inactive","Terminated","20005001564"
"BAXTER, JO","Democratic","2012","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20125024720"
"BEALL, BETTY","Republican","1994","STATEWIDE","Colorado House","House District 34","Inactive","Terminated","20005000266"
"BEATIE, AMY","Democratic","2018","STATEWIDE","Colorado House","House District 04","Inactive","Terminated","20175031890"
"BEATTY, JEFF","Democratic","2000","STATEWIDE","Colorado House","House District 19","Inactive","Terminated","20005001080"
"BEAUPREZ, BOB","Republican","2006","STATEWIDE","Governor","","Inactive","Terminated","20055609158"
"BEAUPREZ, BOB","Republican","2014","STATEWIDE","Governor","","Inactive","Terminated","20055609158"
"BEAVER, OWEN","Republican","1994","STATEWIDE","Colorado House","House District 03","Inactive","Terminated","20005000185"
"BECK, KARL","Democratic","2010","STATEWIDE","State Board of Ed.","Bd. Ed. District 05","Inactive","Terminated","20105018272"
"BECKER, JON","Republican","2010","STATEWIDE","Colorado House","House District 63","Inactive","Terminated","20095618625"
"BECKER, JON","Republican","2014","STATEWIDE","Colorado House","House District 65","Inactive","Terminated","20135026344"
"BECKER, JON","Republican","2016","STATEWIDE","Colorado House","House District 65","Inactive","Terminated","20135026344"
"BECKER, JON","Republican","2018","STATEWIDE","Colorado House","House District 65","Inactive","Terminated","20135026344"
"BECKER, KC","Democratic","2014","STATEWIDE","Colorado House","House District 13","Inactive","Terminated","20135025394"
"BECKER, KC","Democratic","2016","STATEWIDE","Colorado House","House District 13","Inactive","Terminated","20135025394"
"BECKER, KC","Democratic","2018","STATEWIDE","Colorado House","House District 13","Inactive","Terminated","20135025394"
"BECKERMAN, MICHAEL","Libertarian","2012","STATEWIDE","Colorado House","House District 23","Inactive","Terminated","20125023588"
"BECKERMAN, MICHAEL","Libertarian","2014","STATEWIDE","Colorado House","House District 23","Inactive","Terminated","20125023588"
"BECKETT, CHERYL","Unknown","2000","STATEWIDE","Secretary of State","","Inactive","Terminated","20005001186"
"BECKLER, CAROL","Republican","2014","STATEWIDE","Colorado House","House District 31","Inactive","Terminated","20145027040"
"BECKMAN, SUSAN","Republican","2016","STATEWIDE","Colorado House","House District 38","Inactive","Terminated","20165030249"
"BECKMAN, SUSAN","Republican","2018","STATEWIDE","Colorado House","House District 38","Inactive","Terminated","20165030249"
"BECKMAN, SUSAN","Republican","2020","STATEWIDE","Colorado House","House District 38","Inactive","Terminated","20165030249"
"BEEN, ANDREW","Democratic","2012","STATEWIDE","Colorado House","House District 34","Inactive","Terminated","20115022955"
"BEER, LARRY","Democratic","2000","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20005000360"
"BEESON, MARTIN","Republican","2005","STATEWIDE","District Attorney","RECALL - DISTRICT 9","Inactive","Terminated","20055615871"
"BEESON, MARTIN","Republican","2008","STATEWIDE","District Attorney","District 09","Inactive","Terminated","20085603558"
"BEESON, MARTIN","Republican","2012","STATEWIDE","District Attorney","District 09","Inactive","Terminated","20085603558"
"BEEZLEY, DONALD","Republican","2010","STATEWIDE","Colorado House","House District 33","Inactive","Terminated","20095618083"
"BEHEN, EDWARD","Democratic","2006","STATEWIDE","Colorado House","House District 43","Inactive","Terminated","20065622789"
"BEILFUSS, SCOTT","Democratic","2020","STATEWIDE","Colorado House","House District 55","Inactive","Terminated","20205038979"
"BEINSTEIN, ALEXANDER","Republican","2018","STATEWIDE","Colorado Senate","Senate District 05","Inactive","Terminated","20185033720"
"BELL, GAIL","Unaffiliated","2016","STATEWIDE","Colorado House","House District 36","Inactive","Terminated","20165031333"
"BELL, STEVE","Democratic","2000","STATEWIDE","Colorado House","House District 15","Inactive","Terminated","20005001231"
"BELLAMY, VÉRONIQUE","Green Party","2018","STATEWIDE","Governor","","Inactive","Terminated","20165031863"
"BELLAMY, VÉRONIQUE","Non-Partisan","2016","STATEWIDE","RTD DIRECTOR","RTD District I","Inactive","Terminated","20155030021"
"BELMONT, TYLER","American Constitution","2012","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20125024880"
"BENAVIDEZ, ADRIENNE","Democratic","2016","STATEWIDE","Colorado House","House District 32","Inactive","Terminated","20165030350"
"BENAVIDEZ, ADRIENNE","Democratic","2018","STATEWIDE","Colorado House","House District 32","Inactive","Terminated","20165030350"
"BENAVIDEZ, ADRIENNE","Democratic","2020","STATEWIDE","Colorado House","House District 32","Inactive","Terminated","20165030350"
"BENAVIDEZ, ADRIENNE","Democratic","2022","STATEWIDE","Colorado House","House District 35","Active","Active","20225042051"
"BENAVIDEZ, ADRIENNE","Unknown","2002","STATEWIDE","Colorado House","House District 04","Inactive","Terminated","20005001317"
"BENAVIDEZ, ANDRIENNE","Democratic","1994","STATEWIDE","Colorado House","House District 04","Inactive","Terminated","20005000188"
"BENAVIDEZ, WALDO","Democratic","1996","STATEWIDE","Colorado House","House District 02","Inactive","Terminated","20005000414"
"BENAVIDEZ, WALDO","Democratic","2004","STATEWIDE","Colorado House","House District 02","Inactive","Terminated","20045640570"
"BENDELL, DON","Republican","2018","STATEWIDE","Colorado House","House District 47","Inactive","Terminated","20185033838"
"BENDER, TOM","Republican","1998","STATEWIDE","Colorado House","House District 53","Inactive","Terminated","20005000763"
"BENEFIELD, DEBBIE","Democratic","2002","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20085645732"
"BENEFIELD, DEBBIE","Democratic","2004","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20085645732"
"BENEFIELD, DEBBIE","Democratic","2006","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20085645732"
"BENEFIELD, DEBBIE","Democratic","2008","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20085645732"
"BENEFIELD, DEBBIE","Democratic","2010","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20085645732"
"BENGE, CANDICE","Republican","2014","STATEWIDE","Colorado House","House District 03","Inactive","Terminated","20145028114"
"BENIGNO, BRUCE","Unaffiliated","1998","STATEWIDE","RTD DIRECTOR","RTD District C","Inactive","Terminated","20005000969"
"BENKER, KAREN","Unaffiliated","1996","STATEWIDE","RTD DIRECTOR","RTD District M","Inactive","Terminated","20005000603"
"BENNER, MARK","Democratic","2002","STATEWIDE","Colorado Senate","Senate District 01","Inactive","Terminated","20005001643"
"BENNETT, ADAM","Democratic","2018","STATEWIDE","Colorado Senate","Senate District 07","Inactive","Terminated","20165031871"
"BENNETT, ERIN","Democratic","2016","STATEWIDE","Colorado Senate","Senate District 31","Inactive","Terminated","20155028963"
"BENNETT, KENNETH","Democratic","2008","STATEWIDE","Colorado House","House District 51","Inactive","Terminated","20075641070"
"BENSBERG, JIM","Republican","2012","STATEWIDE","Colorado House","House District 16","Inactive","Terminated","20105018800"
"BENSON, BRUCE","Republican","1994","STATEWIDE","Governor","","Inactive","Terminated","20005000082"
"BENTLEY, ERIC","Non-Partisan","2018","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 04","Inactive","Terminated","20185035392"
"BENTON, BILL","Republican","2000","STATEWIDE","Colorado House","House District 53","Inactive","Terminated","20005001261"
"BERENS, WILLIAM","Republican","2004","STATEWIDE","Colorado House","House District 33","Inactive","Terminated","20065619096"
"BERENS, WILLIAM","Republican","2006","STATEWIDE","Colorado House","House District 33","Inactive","Terminated","20065619096"
"BERGER, MICHAEL","Non-Partisan","2016","STATEWIDE","COURT OF APPEALS JUDGE","","Inactive","Terminated","20165031481"
"BERGLES, MATT","Democratic","1994","STATEWIDE","Colorado House","House District 40","Inactive","Terminated","20005000277"
"BERGLES, MATT","Democratic","1994","STATEWIDE","Colorado House","House District 40","Inactive","Terminated","20005000280"
"BERGLES, MATT","Democratic","2008","STATEWIDE","Colorado House","House District 08","Inactive","Terminated","20075612022"
"BERKENKOTTER, MARIA","Non-Partisan","2014","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 20","Inactive","Terminated","20145028283"
"BERMAN, ELAINE","Democratic","2008","STATEWIDE","State Board of Ed.","Bd. Ed. District 01","Inactive","Terminated","20085601916"
"BERNARD, STEVEN","Democratic","2004","STATEWIDE","District Attorney","District 17","Inactive","Terminated","20033651504"
"BERNARD, STEVEN","Non-Partisan","2016","STATEWIDE","COURT OF APPEALS JUDGE","","Inactive","Terminated","20165031375"
"BERNETT, TRACEY","Democratic","2018","STATEWIDE","Colorado House","House District 12","Inactive","Active","20185033673"
