"CommitteeName","CommitteeID","CommitteeType","DateRegistered","CommitteeStatus","JurisdictionDesc"
"ROSENTHAL MAJORITY FUND","20125025024","Political Committee","07/18/2012","Terminated","STATEWIDE"
"JOHN P. MORSE LEADERSHIP PAC","20125025026","Political Committee","07/18/2012","Terminated","STATEWIDE"
"ULIBARRI LEADERSHIP INITIATIVE POLITICAL ACTION COMMITTEE (ULIPAC)","20125025027","Political Committee","07/18/2012","Terminated","STATEWIDE"
"CARROLL LEADERSHIP PAC","20125025028","Political Committee","07/18/2012","Terminated","STATEWIDE"
"CITIZENS FOR A HEALTHY COLORADO","20125025029","Political Committee","07/18/2012","Terminated","STATEWIDE"
"WE'VE GOT YOUR BACK PAC","20125025033","Political Committee","07/19/2012","Terminated","STATEWIDE"
"COMMITTEE TO ELECT ANDY HUGHES DA 22ND JUDICIAL DISTRICT","20125025034","Candidate Committee","07/19/2012","Terminated","STATEWIDE"
"FRIENDS TO ELECT MICHAEL CARR","20125025041","Candidate Committee","07/23/2012","Terminated","STATEWIDE"
"NEW POLITICS","20125025049","527 Political Organization","07/25/2012","Terminated","STATEWIDE"
"NEW POLITICS COLORADO","20125025050","Independent Expenditure Committee","07/25/2012","Terminated","STATEWIDE"
"LAND TITLE ASSOC OF CO PAC  (LTAC PAC)","20125025055","Political Committee","07/26/2012","Active","STATEWIDE"
"COMMITTEE TO ELECT ROBERT PETROWSKY","20125025058","Candidate Committee","07/27/2012","Terminated","STATEWIDE"
"COLORADO ACCOUNTABLE GOVERNMENT ALLIANCE IE COMMITTEE","20125025065","Independent Expenditure Committee","08/03/2012","Terminated","STATEWIDE"
"COALITION FOR COLORADO'S FUTURE IE COMMITTEE","20125025066","Independent Expenditure Committee","08/03/2012","Terminated","STATEWIDE"
"THE COMMUNITY INFORMATION PROJECT IE COMMITTEE","20125025067","Independent Expenditure Committee","08/03/2012","Terminated","STATEWIDE"
"THE COMMITEE TO ELECT LARRY REEDY (CELR)","20125025068","Candidate Committee","08/04/2012","Terminated","STATEWIDE"
"VICTOR FORSYTHE FOR HOUSE 5","20125025069","Candidate Committee","08/06/2012","Terminated","STATEWIDE"
"ANN FATTOR FOR STATE BOARD OF EDUCATION","20125025070","Candidate Committee","08/06/2012","Terminated","STATEWIDE"
"YES ON S CAMPAIGN","20125025074","Issue Committee","08/09/2012","Terminated","STATEWIDE"
"DOMINICK MORENO POLITICAL COMMITTEE (DOMPAC)","20125025076","Political Committee","08/10/2012","Active","STATEWIDE"
"COMMITTEE TO ELECT DAVID ELLIOTT","20125025080","Candidate Committee","08/17/2012","Terminated","STATEWIDE"
"COLORADO REPUBLICAN PARTY INDEPENDENT EXPENDITURE COMMITTEE","20125025085","Independent Expenditure Committee","08/20/2012","Terminated","STATEWIDE"
"COMMITTEE TO ELECT KEN MIHALIK","20125025086","Candidate Committee","08/20/2012","Terminated","STATEWIDE"
"COMMITTEE TO ELECT PAUL D. SOLANO TO RTD DISTRICT K","20125025089","Candidate Committee","08/21/2012","Terminated","STATEWIDE"
"COMMITTEE TO ELECT TJ TYRRELL","20125025093","Candidate Committee","08/24/2012","Terminated","STATEWIDE"
"COMMITTEE TO ELECT ARTHUR CARLSON","20125025096","Candidate Committee","08/27/2012","Terminated","STATEWIDE"
"COMMITTEE TO ELECT GARY LASATER","20125025098","Candidate Committee","08/26/2012","Terminated","STATEWIDE"
"FRIENDS OF BASALT FIRE","20125025100","Issue Committee","08/27/2012","Terminated","STATEWIDE"
"COMMITTEE TO ELECT SETH PATTERSON","20125025101","Candidate Committee","08/28/2012","Terminated","STATEWIDE"
"BEST FOR US","20125025104","Issue Committee","08/30/2012","Terminated","STATEWIDE"
"COMMITTEE TO ELECT DAVE4RTD","20125025106","Candidate Committee","08/30/2012","Terminated","STATEWIDE"
"RLC COLORADO SMALL DONOR COMMITTEE","20125025109","Small Donor Committee","09/03/2012","Terminated","STATEWIDE"
"THE STEADY HAND FUND","20125025112","Political Committee","09/04/2012","Terminated","STATEWIDE"
"THE CENTENNIAL FUND","20125025115","Independent Expenditure Committee","09/04/2012","Active","STATEWIDE"
"YES FOR WATER","20125025116","Issue Committee","09/04/2012","Terminated","STATEWIDE"
"BAIL ROUNDTABLE POLITICAL ACTION COMMITTEE","20125025119","Political Committee","09/06/2012","Active","STATEWIDE"
"RURAL LEADERSHIP POLITICAL ACTION COMMITTEE","20125025120","Political Committee","09/06/2012","Active","STATEWIDE"
"PUBLIC EMPLOYEES FOR COLORADO","20125025121","Independent Expenditure Committee","09/06/2012","Terminated","STATEWIDE"
"BUILDING A STRONGER COLORADO","20125025164","Small Donor Committee","09/07/2012","Active","STATEWIDE"
"COMMITTEE TO SAVE OUR SCHOOLS","20125025165","Issue Committee","09/11/2012","Terminated","STATEWIDE"
"THEIS FOR HOUSE DISTRICT 58","20125025171","Candidate Committee","09/14/2012","Terminated","STATEWIDE"
"COLORADO LAW ENFORCEMENT FUND","20125025172","Small Donor Committee","09/16/2012","Terminated","STATEWIDE"
"COMMITTEE FOR BETTER NORTHERN COLORADO TRANSPORTATION","20125025175","527 Political Organization","09/17/2012","Terminated","STATEWIDE"
"COLORADO SENATE CONSERVATIVES FUND","20125025179","Political Committee","09/19/2012","Terminated","STATEWIDE"
"COLORADO HOUSE CONSERVATIVES FUND","20125025180","Political Committee","09/19/2012","Terminated","STATEWIDE"
"PROSPERITY THROUGH PROPERTY RIGHTS","20125025181","Independent Expenditure Committee","09/19/2012","Active","STATEWIDE"
"PROGRESSIVE KICK IE","20125025182","Independent Expenditure Committee","09/19/2012","Terminated","STATEWIDE"
"NO ON 64 TAKE THE GREED OUTTA WEED","20125025187","527 Political Organization","09/24/2012","Active","STATEWIDE"
"KUTAK ROCK LIMITED LIABILITY PARTNERSHIP POLITICAL ACTION COMMITTEE","20125025188","Issue Committee","09/24/2012","Terminated","STATEWIDE"
"RESPONSIBLE COLORADO STATE EMPLOYMENT","20125025191","Issue Committee","09/26/2012","Terminated","STATEWIDE"
"PLAN BOULDER COUNTY INDEPENDENT EXPENDITURE COMMITTEE","20125025192","Independent Expenditure Committee","09/27/2012","Terminated","STATEWIDE"
"MICHAEL GOLDSBOROUGH FOR HD20 2012","20125025194","Candidate Committee","09/28/2012","Terminated","STATEWIDE"
"CHEYENNE MOUNTAIN REPUBLICAN FORUM POLITICAL COMMITTEE","20125025195","Political Committee","09/28/2012","Active","STATEWIDE"
"DURAN FOR COLORADO LEADERSHIP FUND","20125025197","Political Committee","10/02/2012","Active","STATEWIDE"
"COLORADO CITIZENS FOR GOOD GOVERNMENT: NO ON AMENDMENT S","20125025198","Issue Committee","10/02/2012","Terminated","STATEWIDE"
"RESOURCES FOR A BETTER COLORADO IE COMMITTEE","20125025200","Independent Expenditure Committee","10/02/2012","Active","STATEWIDE"
"VOTE HEMP YES ON 64","20125025201","Issue Committee","10/02/2012","Terminated","STATEWIDE"
"CITIZENLINK COLORADO INDEPENDENT EXPENDITURE COMMITTEE","20125025202","Independent Expenditure Committee","10/04/2012","Terminated","STATEWIDE"
"TEAMSTERS LOCAL 17 POLITICAL ACTION COMMITTEE","20125025203","Political Committee","10/05/2012","Terminated","STATEWIDE"
"SAFE AND HEALTHY MESA COUNTY","20125025204","Issue Committee","10/06/2012","Terminated","STATEWIDE"
"WOLF PAC","20125025205","Political Committee","10/08/2012","Terminated","STATEWIDE"
"GOPAC INC","20125025206","527 Political Organization","10/08/2012","Terminated","STATEWIDE"
"GOPAC COLORADO","20125025207","Independent Expenditure Committee","10/10/2012","Active","STATEWIDE"
"FRIENDS OF TIM MENGER","20125025208","Independent Expenditure Committee","10/11/2012","Terminated","STATEWIDE"
"NEW ERA COLORADO POLITICAL COMMITTEE","20125025209","Political Committee","10/10/2012","Terminated","STATEWIDE"
"CITIZENS FOR HONEST AND IMPARTIAL POLITICS PAC, INC.","20125025211","527 Political Organization","10/11/2012","Terminated","STATEWIDE"
"LANDGRAF PAC","20125025213","Political Committee","10/12/2012","Terminated","STATEWIDE"
"NATIONAL ASSOCIATION OF REALTORS FUND","20125025214","Independent Expenditure Committee","10/11/2012","Active","STATEWIDE"
"WOMEN FOR A STRONG AND SAFE COLORADO","20125025215","Independent Expenditure Committee","10/12/2012","Terminated","STATEWIDE"
"NEW HORIZONS ENERGY POLITICAL COMMITTEE","20125025219","Political Committee","10/16/2012","Active","STATEWIDE"
"COLORADO CEASEFIRE INDEPENDENT EXPENDITURE COMMITTEE","20125025220","Independent Expenditure Committee","10/17/2012","Active","STATEWIDE"
"COLORADO CONSERVATION VOTERS INDEPENDENT EXPENDITURE COMMITTEE","20125025222","Independent Expenditure Committee","10/18/2012","Terminated","STATEWIDE"
"TERM LIMITS AMERICA PAC","20125025223","Political Committee","10/23/2012","Terminated","STATEWIDE"
"COMMITTEE TO ELECT ROBERT HARDAWAY","20125025224","Candidate Committee","10/24/2012","Terminated","STATEWIDE"
"DAN NORDBERG POLITICAL COMMITTEE (DANPAC)","20125025225","Political Committee","10/24/2012","Terminated","STATEWIDE"
"STUDENTS FOR SENSIBLE DRUG POLICY COLORADO","20125025226","Issue Committee","10/26/2012","Terminated","STATEWIDE"
"COLORADO DEMOCRATIC PARTY INDEPENDENT EXPENDITURE COMMITTEE","20125025230","Independent Expenditure Committee","10/31/2012","Terminated","STATEWIDE"
"YES ON S","20125025232","Issue Committee","11/01/2012","Terminated","STATEWIDE"
"AGUILAR LEADERSHIP FUND","20125025234","Political Committee","11/13/2012","Terminated","STATEWIDE"
"LEROY GARCIA LEADERSHIP FUND","20125025236","Political Committee","11/19/2012","Terminated","STATEWIDE"
"RANDY FISCHER LEADERSHIP FUND","20125025237","Political Committee","11/16/2012","Terminated","STATEWIDE"
"MILLIE HAMNER LEADERSHIP FUND","20125025238","Political Committee","11/19/2012","Terminated","STATEWIDE"
"RHONDA WOODS FOR STATE REPRESENTATIVE","20125025240","Candidate Committee","11/25/2012","Terminated","STATEWIDE"
"MAINSTREAM COLORADO","20125025246","527 Political Organization","11/28/2012","Terminated","STATEWIDE"
"PRIORITIES FOR COLORADO","20125025247","527 Political Organization","11/28/2012","Terminated","STATEWIDE"
"GREAT GENESIS","20125025248","527 Political Organization","11/28/2012","Terminated","STATEWIDE"
"KEN GORDON FOR COLORADO SECRETARY OF STATE","20125025249","Candidate Committee","12/05/2012","Terminated","STATEWIDE"
"FIELDS FOR COLORADO","20135025264","Candidate Committee","01/03/2013","Terminated","STATEWIDE"
"HESS FOR COLORADO","20135025266","Candidate Committee","01/07/2013","Terminated","STATEWIDE"
"COLORADO NEIGHBORHOOD ALLIANCE","20135025267","527 Political Organization","01/10/2013","Terminated","STATEWIDE"
"COMCAST CORPORATION & NBCUNIVERSAL POLITICAL ACTION COMMITTEE - FEDERAL","20135025270","Political Committee","01/11/2013","Active","STATEWIDE"
"WESTERN GROWTH FUND","20135025276","Political Committee","01/18/2013","Terminated","STATEWIDE"
"MCCANN LEADERSHIP PAC","20135025277","Political Committee","01/18/2013","Terminated","STATEWIDE"
"REFERENDUMORRECALL.ORG","20135025278","Political Committee","01/25/2013","Terminated","STATEWIDE"
"GARNETT FOR COLORADO","20135025282","Candidate Committee","01/26/2013","Terminated","STATEWIDE"
"COLORADO DEMOCRATIC PARTY POLITICAL COMMITTEE","20135025284","Political Committee","01/29/2013","Active","STATEWIDE"
"PESTER MARKETING COMPANY / ALTA FUELS LLC PAC","20135025295","Political Committee","02/06/2013","Terminated","STATEWIDE"
"VIATRIS INC. POLITICAL ACTION COMMITTEE (VIAPAC)","20135025296","Political Committee","02/07/2013","Active","STATEWIDE"
"JUDY SOLANO FOR COLORADO SENATE","20135025300","Candidate Committee","02/12/2013","Terminated","STATEWIDE"
"QUICK FOR COLORADO","20135025301","Candidate Committee","02/15/2013","Terminated","STATEWIDE"
"PEOPLE FOR PERKINS","20135025303","Candidate Committee","02/18/2013","Terminated","STATEWIDE"
"COMMITTEE TO ELECT MICHAEL MERRIFIELD","20135025317","Candidate Committee","03/04/2013","Terminated","STATEWIDE"
"ELECT JESSE WALTER","20135025320","Candidate Committee","03/05/2013","Terminated","STATEWIDE"
"SAVE OUR SHOTGUNS","20135025321","Issue Committee","03/07/2013","Terminated","STATEWIDE"
"COMMITTEE TO ELECT MIKE MADAY","20135025324","Candidate Committee","03/08/2013","Terminated","STATEWIDE"
"CHRIS HOLBERT FOR SENATE","20135025334","Candidate Committee","03/10/2013","Terminated","STATEWIDE"
"DISTRICT 11 RECALL","20135025335","Issue Committee","03/10/2013","Terminated","STATEWIDE"
"CITIZENS FOR MIKE MCLACHLAN","20135025338","Issue Committee","03/08/2013","Terminated","STATEWIDE"
"MARLO ALSTON FOR STATE REPRESENTATIVE","20135025359","Candidate Committee","03/13/2013","Terminated","STATEWIDE"
"FRIENDS OF AARON SILVERSTEIN","20135025361","Candidate Committee","03/13/2013","Terminated","STATEWIDE"
"REFERENEDUMORRECALL.ORG","20135025367","Issue Committee","03/14/2013","Terminated","STATEWIDE"
"SAN JUAN FREEDOM DEFENSE COMMITTEE","20135025370","Issue Committee","03/18/2013","Terminated","STATEWIDE"
"EL PASO FREEDOM DEFENSE COMMITTEE","20135025371","Issue Committee","03/18/2013","Terminated","STATEWIDE"
"CITIZENS FOR A SAFE COLORADO","20135025372","Issue Committee","03/18/2013","Terminated","STATEWIDE"
"A WHOLE LOT OF PEOPLE FOR JOHN MORSE","20135025373","Issue Committee","03/21/2013","Terminated","STATEWIDE"
"RIGHT TO KNOW COLORADO GMO","20135025377","Issue Committee","03/24/2013","Active","STATEWIDE"
"CITIZENS FOR A SAFER COLORADO","20135025379","Issue Committee","03/27/2013","Terminated","STATEWIDE"
"PUT IT TO THE PEOPLE","20135025384","Issue Committee","03/29/2013","Terminated","STATEWIDE"
"VANHOOSER FOR HD1","20135025387","Candidate Committee","04/01/2013","Terminated","STATEWIDE"
"STRATEGIC ALLIANCE FOR COLORADO","20135025388","527 Political Organization","04/01/2013","Active","STATEWIDE"
"A VOICE FOR BRADY","20135025389","Issue Committee","04/03/2013","Terminated","STATEWIDE"
"RUNDBERG FOR COLORADO GOVERNOR","20135025390","Candidate Committee","04/05/2013","Terminated","STATEWIDE"
"CONSTITUTIONAL LIBERTY FUND","20135025391","Political Committee","04/04/2013","Terminated","STATEWIDE"
"FRIENDS OF KC BECKER","20135025393","Candidate Committee","04/05/2013","Terminated","STATEWIDE"
"RECALL EVIE HUDAK COMMITTEE","20135025395","Issue Committee","04/07/2013","Terminated","STATEWIDE"
"PUEBLO FREEDOM AND RIGHTS","20135025396","Issue Committee","04/08/2013","Terminated","STATEWIDE"
"THE COMMITTEE TO ELECT DAN STANFORTH","20135025398","Candidate Committee","04/08/2013","Terminated","STATEWIDE"
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","20135025399","Political Committee","04/10/2013","Active","STATEWIDE"
"THE COALITION FOR A NEW COLORADO ELECTION SYSTEM","20135025400","Issue Committee","04/11/2013","Terminated","STATEWIDE"
"KIDS BEFORE UNIONS","20135025402","Issue Committee","04/15/2013","Terminated","STATEWIDE"
"JENI ARNDT FOR COLORADO","20135025404","Candidate Committee","04/15/2013","Terminated","STATEWIDE"
"JPMORGAN CHASE & CO. PAC","20135025405","Political Committee","04/16/2013","Active","STATEWIDE"
"PUEBLO UNITED FOR ANGELA","20135025406","Issue Committee","04/15/2013","Terminated","STATEWIDE"
"BILL OF RIGHTS DEFENSE FUND","20135025407","Issue Committee","04/16/2013","Terminated","STATEWIDE"
"JUSTIN WILLIAMS FOR HOUSE 44","20135025412","Candidate Committee","04/22/2013","Terminated","STATEWIDE"
"ELECT JUSTIN WILLIAMS TO HOUSE DISTRICT 44","20135025420","Candidate Committee","04/25/2013","Terminated","STATEWIDE"
"JOHN FRENCH FOR COLORADO GOVERNOR","20135025422","Candidate Committee","04/26/2013","Terminated","STATEWIDE"
"COMMITTEE TO ELECT DON SUPPES TO STATE SENATE","20135025431","Candidate Committee","05/01/2013","Terminated","STATEWIDE"
"FAITH FOR HD 35","20135025443","Candidate Committee","05/07/2013","Terminated","STATEWIDE"
"ANTILLON FOR HD32","20135025444","Candidate Committee","05/10/2013","Terminated","STATEWIDE"
"GEORGE RIVERA FOR SENATE","20135025450","Candidate Committee","05/09/2013","Terminated","STATEWIDE"
"FRIENDS TO ELECT BARBARA ANN SMITH","20135025453","Candidate Committee","05/10/2013","Terminated","STATEWIDE"
"MARIO FOR SENATE","20135025454","Candidate Committee","05/14/2013","Terminated","STATEWIDE"
"TAD KLINE FOR HD13","20135025458","Candidate Committee","05/15/2013","Terminated","STATEWIDE"
"STEVE LAFFEY FOR GOVERNOR","20135025463","Candidate Committee","05/17/2013","Terminated","STATEWIDE"
"ELECT JACK HILBERT TO HD 44","20135025470","Candidate Committee","05/20/2013","Terminated","STATEWIDE"
"THE COMMITTEE FOR THE ELECTION OF ISAIA","20135025472","Candidate Committee","05/21/2013","Active","STATEWIDE"
"TANCREDO FOR GOVERNOR","20135025473","Candidate Committee","05/23/2013","Terminated","STATEWIDE"
"COLORADANS FOR GESSLER","20135025482","Candidate Committee","05/30/2013","Terminated","STATEWIDE"
"TONY FOR COLORADO","20135025490","Candidate Committee","06/03/2013","Terminated","STATEWIDE"
"COLORADO COMMITS TO KIDS","20135025500","Issue Committee","06/07/2013","Terminated","STATEWIDE"
"CYNTHIA COFFMAN FOR AG","20135025505","Candidate Committee","06/12/2013","Terminated","STATEWIDE"
"DELOITTE POLITICAL ACTION COMMITTEE","20135025507","Political Committee","06/13/2013","Terminated","STATEWIDE"
"JAXINE FOR COLORADO","20135025511","Candidate Committee","06/18/2013","Terminated","STATEWIDE"
"BERNIE HERPIN FOR SENATE DISTRICT 11","20135025512","Candidate Committee","06/18/2013","Terminated","STATEWIDE"
"GEORGE RIVERA FOR SENATE-RECALL","20135025513","Candidate Committee","06/19/2013","Terminated","STATEWIDE"
"JOE NEGUSE FOR COLORADO","20135025518","Candidate Committee","06/24/2013","Terminated","STATEWIDE"
"REAGAN JUSTICE FOR COLORADO","20135025521","Political Committee","06/21/2013","Terminated","STATEWIDE"
"WILBERFORCE TEAM","20135025522","Political Committee","06/21/2013","Terminated","STATEWIDE"
"FARMERS EMPLOYEE AND AGENT SMALL DONOR COMMITTEE","20135025523","Small Donor Committee","06/22/2013","Terminated","STATEWIDE"
"EMILY'S LIST - COLORADO","20135025524","Political Committee","06/26/2013","Active","STATEWIDE"
"JENISE MAY LEADERSHIP FUND","20135025525","Political Committee","06/27/2013","Terminated","STATEWIDE"
"SU RYDEN LEADERSHIP PAC","20135025526","Political Committee","06/24/2013","Terminated","STATEWIDE"
"MARKEY FOR TREASURER","20135025541","Candidate Committee","07/01/2013","Terminated","STATEWIDE"
"ELECT MARK WALLER COLORADO ATTORNEY GENERAL","20135025543","Candidate Committee","07/01/2013","Terminated","STATEWIDE"
"PAT QUINN FOR TREASURER","20135025545","Candidate Committee","07/01/2013","Terminated","STATEWIDE"
"DONOVAN FOR STATE SENATE","20135025549","Candidate Committee","07/01/2013","Active","STATEWIDE"
"CITIZENS FOR A HEALTHY FORT COLLINS","20135025550","527 Political Organization","07/02/2013","Terminated","STATEWIDE"
"PATRIOTIC WOMEN SMALL DONOR COMMITTEE","20135025554","Small Donor Committee","06/18/2013","Active","STATEWIDE"
"PATRIOTIC WOMEN POLITICAL ACTION COMMITTEE","20135025555","Political Committee","06/18/2013","Active","STATEWIDE"
"ROCKY MOUNTAIN GUN OWNERS INDEPENDENT EXPENDITURE COMMITTEE (RMGO SUPERPAC)","20135025556","Independent Expenditure Committee","07/03/2013","Active","STATEWIDE"
"COMMITTEE TO ELECT COOKE FOR COLORADO SD13","20135025559","Candidate Committee","07/08/2013","Active","STATEWIDE"
"COMMITTEE TO ELECT JERRY SONNENBERG","20135025568","Candidate Committee","07/09/2013","Terminated","STATEWIDE"
